Timestamp,Blink,EAR
14303,0,0.139036918
14336,0,0.149928448
14369,0,0.163159157
14403,0,0.133705887
14436,0,0.130019512
14470,0,0.13026946
14503,0,0.120963644
14536,0,0.138751221
14570,0,0.12932543
14603,0,0.121587472
14637,0,0.133258434
14670,0,0.13616585
14704,0,0.13502095
14737,0,0.112393871
14770,0,0.12223078
14804,0,0.120795206
14837,0,0.125035341
14871,0,0.115366334
14904,0,0.115506383
14937,0,0.127367904
14971,0,0.144307973
15004,0,0.14514043
15038,0,0.134147724
15071,0,0.119109586
15105,0,0.139571277
15138,0,0.119843617
15171,0,0.114516206
15205,0,0.11879627
15238,0,0.122714491
15272,0,0.142620381
15305,0,0.147434559
15338,0,0.147976854
15372,0,0.163530121
15405,0,0.155932018
15439,0,0.17570659
15472,0,0.184017898
15506,0,0.152893572
15539,0,0.148920759
15572,0,0.164119333
15606,0,0.168828175
15639,0,0.162840092
15673,0,0.170032423
15706,0,0.188400089
15740,0,0.179708081
15773,0,0.202201159
15806,0,0.205259194
15840,0,0.186253504
15873,0,0.203220797
15907,0,0.189663522
15940,0,0.176435961
15973,0,0.17746461
16007,0,0.166701018
16040,0,0.174423924
16074,0,0.179987981
16107,1,0.282724665
16141,0,0.29019205
16174,0,0.182783131
16207,0,0.182493918
16241,0,0.258821893
16274,0,0.313072893
16308,0,0.342865258
16341,0,0.34974428
16374,0,0.396864989
16408,0,0.387368583
16441,0,0.389334827
16475,0,0.370063254
16508,0,0.343915783
16542,0,0.366636746
16575,0,0.36505455
16608,0,0.363863084
16642,0,0.378846205
16675,0,0.379923048
16709,0,0.366561522
16742,0,0.367831979
16775,0,0.362520486
16809,0,0.36150788
16842,0,0.342039821
16876,0,0.362478316
16909,0,0.36442406
16943,0,0.352200721
16976,0,0.356744258
17009,0,0.334269459
17043,0,0.333042323
17076,0,0.332281997
17110,0,0.323381924
17143,0,0.329863436
17176,0,0.329006362
17210,0,0.330276035
17243,0,0.363414096
17277,0,0.357348529
17310,0,0.324061682
17344,0,0.335190607
17377,0,0.306353921
17410,0,0.338196987
17444,0,0.340278264
17477,0,0.316065077
17511,0,0.370466172
17544,0,0.329368639
17578,0,0.392859798
17611,0,0.364229766
17644,0,0.237809491
17678,0,0.211090523
17711,0,0.227062037
17745,0,0.175781021
17778,0,0.212925811
17811,0,0.245896807
17845,1,0.296346123
17878,0,0.298747962
17912,0,0.300814626
17945,0,0.307619098
17979,0,0.267413537
18012,0,0.253713841
18045,0,0.225934087
18079,0,0.219541803
18112,0,0.227661361
18146,0,0.232734382
18179,0,0.2215462
18212,0,0.21478552
18246,0,0.212881648
18279,0,0.213059682
18313,0,0.219351038
18346,0,0.210773691
18380,0,0.223183988
18413,0,0.207196384
18446,0,0.191695619
18480,0,0.207602073
18513,0,0.213763652
18547,0,0.204390043
18580,0,0.205461038
18613,0,0.213626632
18647,0,0.208353864
18680,0,0.223366016
18714,0,0.216902998
18747,0,0.244359737
18781,0,0.243041999
18814,0,0.229742949
18847,0,0.234744331
18881,1,0.252542652
18914,0,0.254218392
18948,0,0.243841976
18981,0,0.256896577
19014,0,0.247824865
19048,0,0.254913412
19081,0,0.269264312
19115,0,0.266188239
19148,0,0.29032635
19182,0,0.298322137
19215,0,0.301781721
19248,0,0.320497683
19282,0,0.314419471
19315,0,0.31759506
19349,0,0.291058403
19382,0,0.314253488
19416,0,0.367754826
19449,0,0.310671475
